name,symbol,website,github,careers
Nano,NANO,http://nano.org/en,https://github.com/nanocurrency,
Siacoin,SC,https://sia.tech/,https://github.com/NebulousLabs/Sia,
RChain,RHOC,https://www.rchain.coop/,https://github.com/rchain/,
Maker,MKR,https://makerdao.com/,https://github.com/makerdao,https://makerdao.com//careers
Bitcoin Private,BTCP,https://btcprivate.org,https://github.com/BTCPrivate/BitcoinPrivate,
Populous,PPT,http://populous.co/,https://github.com/bitpopulous,
Bitcoin Diamond,BCD,http://btcd.io/,https://github.com/eveybcd/BitcoinDiamond,
Wanchain,WAN,https://wanchain.org/,https://github.com/wanchain,
Stratis,STRAT,http://stratisplatform.com/,https://github.com/stratisproject,
Golem,GNT,https://golem.network/,https://github.com/golemfactory/golem,https://golem.network//careers
Waves,WAVES,https://wavesplatform.com/,https://github.com/wavesplatform/,
Augur,REP,http://www.augur.net/,https://github.com/AugurProject,
Dogecoin,DOGE,http://dogecoin.com/,https://github.com/dogecoin/dogecoin,
Mixin,XIN,https://mixin.one/,https://github.com/MixinMessenger,
WaykiChain,WICC,http://waykichain.com/,https://github.com/WaykiChain/WaykiChain,
Waltonchain,WTC,http://www.waltonchain.org/,,
DigiByte,DGB,http://www.digibyte.io/,https://github.com/digibyte,
IOST,IOST,http://iost.io/,,
Status,SNT,http://status.im/,https://github.com/status-im,
Hshare,HSR,https://h.cash/,https://github.com/HcashOrg/hcashd,
Aion,AION,https://aion.network/,https://github.com/aionnetwork,https://aion.network/careers/
Nebulas,NAS,https://nebulas.io/,https://github.com/nebulasio,https://nebulas.io//jobs.html
Loopring,LRC,https://loopring.org,https://github.com/loopring,
Basic Attenti...,BAT,https://basicattentiontoken.org/,,https://brave.com/about-jobs.html
DigixDAO,DGD,https://digix.global/,https://github.com/digixglobal,
Ardor,ARDR,https://www.ardorplatform.org/,https://bitbucket.org/Jelurida/ardor/src,
Komodo,KMD,https://komodoplatform.com/,https://github.com/KomodoPlatform,https://komodoplatform.com/careers/
CyberMiles,CMT,https://www.cybermiles.io/,https://github.com/cybermiles,
aelf,ELF,http://aelf.io/,https://github.com/aelfProject,
Ark,ARK,http://ark.io/,https://github.com/ArkEcosystem,
Polymath,POLY,https://www.polymath.network/,https://github.com/PolymathNetwork,https://polymath.bamboohr.com/jobs/
PIVX,PIVX,http://www.pivx.org,https://github.com/PIVX-Project/PIVX/,
MonaCoin,MONA,http://monacoin.org,https://github.com/monacoinproject/monacoin,
Dentacoin,DCN,http://www.dentacoin.com/,https://github.com/Dentacoin,
Loom Network,LOOM,https://loomx.io/,https://github.com/loomnetwork,
MaidSafeCoin,MAID,http://maidsafe.net,https://github.com/maidsafe,
Cryptonex,CNX,https://cryptonex.org/,https://github.com/Cryptonex,
Elastos,ELA,https://www.elastos.org/,https://github.com/elastos,https://www.elastos.org/en/careers/
GXChain,GXS,https://gxs.gxb.io/,https://github.com/gxchain,
Bancor,BNT,https://bancor.network/,https://github.com/bancorprotocol/,
Cortex,CTXC,http://www.cortexlabs.ai/,https://github.com/CortexFoundation,
Syscoin,SYS,http://syscoin.org,https://github.com/syscoin/,
Gas,GAS,https://neo.org/,https://github.com/neo-project,
MyBit Token,MYB,https://mybit.io/,https://github.com/MyBitFoundation/MyBitDapp,
Skycoin,SKY,http://skycoin.net/,https://github.com/skycoin,http://skycoin.net//jobs/
ReddCoin,RDD,http://www.reddcoin.com/,https://github.com/reddcoin-project/reddcoin,
Huobi Token,HT,https://www.huobi.pro/,https://github.com/huobiapi/API_Docs_en/wiki,https://www.huobi.pro//careers/
QASH,QASH,https://liquid.plus/,,
Veritaseum,VERI,http://veritas.veritaseum.com/,https://github.com/veritaseum,http://veritas.veritaseum.com//vecareers
Fusion,FSN,https://fusion.org/,https://github.com/FUSIONFoundation,
Kyber Network,KNC,https://kyber.network/,https://github.com/kybernetwork,
Mithril,MITH,https://mith.io/,https://github.com/mithio/mithril-smart-contract,
Ethos,ETHOS,https://www.ethos.io/,,https://www.ethos.io/careers/
FunFair,FUN,https://funfair.io/,,
Electroneum,ETN,http://electroneum.com/,https://github.com/electroneum,
iExec RLC,RLC,http://iex.ec/,https://github.com/iExecBlockchainComputing,
Centrality,CENNZ,https://www.centrality.ai/,,https://centrality.ai/careers
Substratum,SUB,https://substratum.net/,https://github.com/SubstratumNetwork/,
Dragonchain,DRGN,https://dragonchain.com/,https://github.com/dragonchain/dragonchain,
ZCoin,XZC,https://zcoin.io,https://github.com/zcoinofficial/zcoin/,
All Sports,SOC,https://www.allsportschain.com/,https://github.com/allsportscoin,
Factom,FCT,http://factom.org/,https://github.com/FactomProject,https://www.factom.com/about/careers
Enigma,ENG,https://enigma.co/,https://github.com/enigmampc,
Holo,HOT,https://holochain.org/,https://github.com/holochain,https://holo.host/careers/internship/
Nuls,NULS,https://nuls.io/,https://github.com/nuls-io/nuls,
Kin,KIN,http://kinecosystem.org/,,
Nxt,NXT,https://nxt.org/,https://bitbucket.org/JeanLucPicard/nxt/src,
Nexus,NXS,http://www.nexusearth.com/,https://github.com/Nexusoft/,
Storm,STORM,https://stormtoken.com/,https://github.com/StormX-Inc/crowdsale,
Emercoin,EMC,http://emercoin.com/,https://github.com/emercoin/,
Gifto,GTO,https://gifto.io/,https://github.com/GIFTO-io,
True Chain,TRUE,http://www.truechain.pro,,
Matrix AI Net...,MAN,https://www.matrixchain.io/,https://github.com/MatrixAINetwork,
ChainLink,LINK,https://smartcontract.com/,,https://smartcontract.com//mailto:careers@smartcontract.com?subject=Careers
Power Ledger,POWR,https://powerledger.io/,,
ZenCash,ZEN,https://zencash.com/,https://github.com/ZencashOfficial,
BnkToTheFuture,BFT,https://bf-token.bnktothefuture.com/#!/,https://github.com/BankToTheFuture/bft,
Theta Token,THETA,https://www.thetatoken.org/,https://github.com/thetatoken,
SALT,SALT,https://www.saltlending.com/,,
Dropil,DROP,https://dropil.com,https://github.com/Dropil,
WAX,WAX,https://wax.io/,https://github.com/waxio,https://wax.io//careers
Bibox Token,BIX,https://www.bibox.com/,https://github.com/bibox365/bixtoken,
Byteball Bytes,GBYTE,https://byteball.org/,https://github.com/byteball/byteball,
Nexo,NEXO,http://nexo.io,https://github.com/nexofinance/NEXO-Token/,
Civic,CVC,https://www.civic.com/,,https://www.civic.com/company/careers/
DeepBrain Chain,DBC,https://www.deepbrainchain.org/,,
Achain,ACT,https://www.achain.com/,https://github.com/Achain-Dev/Achain,
Blocknet,BLOCK,http://blocknet.co/,https://github.com/BlocknetDX/,
TenX,PAY,https://www.tenx.tech/,,https://www.tenx.tech//careers
Quantstamp,QSP,https://quantstamp.com/,https://github.com/quantstamp,https://quantstamp.com//careers
Request Network,REQ,https://request.network/,https://github.com/RequestNetwork/,
Neblio,NEBL,https://nebl.io/,https://github.com/NeblioTeam,
Monaco,MCO,https://www.mona.co/,,
Revain,R,https://revain.org/,https://github.com/Revain,
Docademic,MTC,https://docademic.com/,https://github.com/Docademic/,
Nucleus Vision,NCASH,https://nucleus.vision/,https://github.com/NucleusVision,
Bottos,BTO,https://www.bottos.org/,https://github.com/Bottos-project,
Storj,STORJ,https://storj.io/,https://github.com/Storj/,https://storj.io//careers.html
Decentraland,MANA,https://decentraland.org/,https://github.com/decentraland,
eosDAC,EOSDAC,https://eosdac.io/,https://github.com/eosdac,
Scry.info,DDD,https://home.scry.info/,https://github.com/scryInfo,
High Performa...,HPB,http://www.gxn.io/,,
SingularityNET,AGI,https://singularitynet.io/,https://github.com/singnet/,
IHT Real Esta...,IHT,https://ihtcoin.com/,,
Iconomi,ICN,https://www.iconomi.net/,,https://www.iconomi.net//jobs
SmartCash,SMART,https://smartcash.cc/,https://github.com/SmartCash/smartcash,
BitcoinDark,BTCD,http://bitcoindark.com/,https://github.com/jl777/btcd,
Cindicator,CND,https://cindicator.com/,https://github.com/cindicator,https://cindicator.com//careers
Delphy,DPY,https://delphy.org/,https://github.com/DelphyProject,
Arcblock,ABT,https://www.arcblock.io/,https://github.com/arcblock,
Game.com,GTC,http://game.com/,https://github.com/GameLeLe,
Aragon,ANT,https://aragon.one/,https://github.com/aragon,
Time New Bank,TNB,http://tnb.fund/,https://github.com/fanxiong/crowdsale-contracts,
Asch,XAS,https://www.asch.io/,https://github.com/AschPlatform,
Ruff,RUFF,http://ruffchain.com/,https://github.com/RuffNotes,
Lympo,LYM,https://lympo.io/,,
Enjin Coin,ENJ,https://enjincoin.io/,https://github.com/enjin/contracts,
BOScoin,BOS,https://boscoin.io/,https://github.com/owlchain/owlchain-core,https://boscoin.io/careers/
Particl,PART,http://particl.io/,https://github.com/particl,http://particl.io//careers/
MediBloc,MED,https://medibloc.org/en/,https://github.com/Medibloc,
Vertcoin,VTC,http://vertcoin.org/,https://github.com/vertcoin/vertcoin,
Gnosis,GNO,https://gnosis.pm/,,https://gnosis.pm//mailto:jobs@gnosis.pm
Credits,CS,https://credits.com/en,https://github.com/CREDITSCOM,
SophiaTX,SPHTX,https://www.sophiatx.com/,,
Paypex,PAYX,https://paypex.org/,,
SmartMesh,SMT,https://smartmesh.io/,https://github.com/SmartMeshFoundation,
DigitalNote,XDN,http://www.digitalnote.biz/,https://github.com/DigitalNoteXDN,
Ignis,IGNIS,https://www.ardorplatform.org/ignis%E2%80%94first-childchain,,
SONM,SNM,https://sonm.io/,https://github.com/sonm-io,https://sonm.com/jobs/
Dent,DENT,https://www.dentcoin.com/,,
GameCredits,GAME,http://gamecredits.com,https://github.com/gamecredits-project,
POA Network,POA,https://poa.network/,https://github.com/poanetwork,
Groestlcoin,GRS,http://www.groestlcoin.org/,https://github.com/Groestlcoin,
Santiment Net...,SAN,https://santiment.net/,https://github.com/santiment,
Bluzelle,BLZ,https://bluzelle.com/,https://github.com/njmurarka/bluzelle,https://bluzelle.com//about-us/careers/
Dynamic Tradi...,DTR,http://www.tokens.net/,,http://www.tokens.net//jobs/
Raiden Networ...,RDN,https://raiden.network/,https://github.com/raiden-network/raiden/,https://angel.co/brainbot-group/jobs
SIRIN LABS Token,SRN,http://www.sirinlabs.com/,https://github.com/sirin-labs,
THEKEY,TKY,https://www.thekey.vip,https://github.com/thekeygithub,
Genaro Network,GNX,https://genaro.network/en,https://github.com/GenaroNetwork,
Metal,MTL,https://www.metalpay.com/,,https://www.metalpay.com//jobs.html
MediShares,MDS,http://www.medishares.org/,https://github.com/MediShares,
Jibrel Network,JNT,https://jibrel.network/,https://github.com/jibrelnetwork,
Ink,INK,https://ink.one/,https://github.com/inklabsfoundation,
DEW,DEW,https://www.dew.one/,,
Crypterium,CRPT,https://crypterium.io/,,
Po.et,POE,https://po.et/,https://github.com/poetapp,
BLOCKv,VEE,https://blockv.io/,https://github.com/BLOCKvIO/documentation,
TokenPay,TPAY,https://www.tokenpay.com/,https://github.com/tokenpay,
BridgeCoin,BCO,https://www.crypto-bridge.org/,https://github.com/CryptoBridge/cryptobridge-ui/releases/download/v0.12.6/CryptoBridge.Setup.0.12.6.exe,
Ubiq,UBQ,http://ubiqsmart.com/,https://github.com/ubiq/go-ubiq,
Storiqa,STQ,https://crowdsale.storiqa.com/,https://github.com/Storiqa/ico_smart_contract,
Apex,CPX,https://apex.chinapex.com/,https://github.com/APEX-Network,
Cube,AUTO,https://cubeint.io/,,
Streamr DATAcoin,DATA,https://www.streamr.com/,https://github.com/streamr-dev,https://www.streamr.com//mailto:jobs@streamr.com
Bitcore,BTX,http://bitcore.cc/,https://github.com/LIMXTEC/BitCore,
NavCoin,NAV,http://www.navcoin.org/,https://github.com/NAVCoin,
Primecoin,XPM,http://primecoin.io/,https://github.com/primecoin/primecoin/,
DATA,DTA,http://data.eco/,https://github.com/Blockchain-DATA,
OriginTrail,TRAC,https://origintrail.io/,https://github.com/origintrail,
CRYPTO20,C20,https://crypto20.com/,https://github.com/cryptotwenty,
Ambrosus,AMB,http://ambrosus.com/,https://github.com/ambrosus,
Bodhi,BOT,http://www.bodhi.network/,https://github.com/bodhiproject/,https://angel.co/bodhi-foundation-ltd/jobs
Peercoin,PPC,http://www.peercoin.net,https://github.com/peercoin,
Zebi,ZCO,https://www.zebi.io/,https://zebidata.github.io/,https://www.zebi.io//careers.html
CyberVein,CVT,http://www.cybervein.org/,,
