circulating_supply,ID,last_updated,max_supply,name,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,price,volume_24h,rank,symbol,total_supply,website_slug
18028388.0,2387,1527573573,21000000.0,Bitcoin Atom,15444216.0,-5.0,-3.47,-18.4,0.856661,16090.9,380,BCA,21000000.0,bitcoin-atom
76867420.0,170,1527573550,,BlackCoin,15413609.0,-0.03,-5.22,-25.4,0.200522,191300.0,381,BLK,76867420.0,blackcoin
443330796.0,2357,1527573573,,AI Doctor,15291898.0,6.99,7.21,-25.81,0.0344932,1645760.0,382,AIDOC,777775241.0,aidoc
3112780785.0,1917,1527573561,,bitqy,15283442.0,-0.18,-2.55,1.12,0.0049099,4184.38,383,BQ,10000000000.0,bitqy
3969565.0,1784,1527573559,,Polybius,15191049.0,0.98,10.47,4.64,3.82688,27291.2,384,PLBT,3969565.0,polybius
11574078.0,406,1527573544,18450000.0,Boolberry,14853246.0,-0.18,-2.13,-27.14,1.28332,3028.18,385,BBR,11574078.0,boolberry
21173969.0,1976,1527573564,,Blackmoon,14845578.0,-0.18,2.44,-7.32,0.701124,699686.0,386,BMC,60000000.0,blackmoon
50216064.0,2503,1527573575,,DMarket,14797971.0,-0.57,-3.4,-21.52,0.294686,88952.5,387,DMT,56921773.0,dmarket
43708258.0,2199,1527573569,57879300.0,ALQO,14584834.0,-0.97,-3.38,-12.89,0.333686,73768.9,388,ALQO,43808259.0,alqo
75000000.0,1616,1527573556,,Matchpool,14502675.0,-0.61,-8.74,-24.31,0.193369,821965.0,389,GUP,98855150.0,guppy
16739451.0,495,1527573544,,I/O Coin,14478704.0,-0.26,-8.92,-25.17,0.864945,16901.3,390,IOC,16739451.0,iocoin
13276900.0,623,1527573548,,bitUSD,14457615.0,-1.57,2.25,6.39,1.08893,882829.0,391,BITUSD,13276900.0,bitusd
17029321.0,1998,1527573564,,Ormeus Coin,14448068.0,1.91,-1.73,-16.57,0.848423,1279000.0,392,ORME,200000000.0,ormeus-coin
14581806.0,920,1527573547,,MUSE,14415194.0,-1.69,12.74,-26.22,0.988574,3901.67,393,MUSE,18081806.0,bitshares-music
404100000.0,2484,1527573575,,Hi Mutual Society,14392870.0,-4.31,-13.01,-15.24,0.0356171,750326.0,394,HMC,1000000000.0,hi-mutual-society
3644217469.0,2634,1527573578,,XinFin Network,14265982.0,-0.36,-15.24,-31.53,0.00391469,251677.0,395,XDCE,15000000000.0,xinfin-network
79583168.0,2535,1527573576,100000000.0,DADI,14257245.0,-1.84,-2.67,-20.92,0.179149,1628330.0,396,DADI,100000000.0,dadi
217471923.0,1947,1527573563,,Monetha,14232298.0,-2.56,-9.25,-30.62,0.0654443,262562.0,397,MTH,402400000.0,monetha
1633313.0,977,1527573548,9999999.0,Hexx,14185223.0,-3.27,-0.47,-33.81,8.68494,115991.0,398,HXX,1633313.0,hexx
230478760.0,416,1527573546,,HempCoin,14094076.0,-0.99,-6.71,-29.78,0.0611513,29581.8,399,THC,230478760.0,hempcoin
40000000.0,1873,1527573561,,Blocktix,13956800.0,-1.24,-5.99,-24.59,0.34892,826850.0,400,TIX,62500000.0,blocktix
85978873.0,1949,1527573561,,Agrello,13938723.0,0.4,-3.39,-32.11,0.162118,625441.0,401,DLT,130271020.0,agrello-delta
46016602.0,1475,1527573554,,Incent,13837008.0,-0.06,-10.6,-19.79,0.300696,65594.5,402,INCNT,46016625.0,incent
278116723.0,2569,1527573576,,CoinPoker,13832330.0,0.19,-5.65,-47.53,0.0497357,167227.0,403,CHP,354786435.0,coinpoker
3972925.0,1719,1527573558,,Peerplays,13748703.0,-0.64,-24.8,-20.85,3.4606,23574.4,404,PPY,5532224.0,peerplays-ppy
51113355.0,2506,1527573575,,Swarm,13740190.0,-1.24,13.11,7.51,0.268818,40394.3,405,SWM,100000000.0,swarm-fund
141970572.0,2597,1527573577,,UpToken,13718758.0,-3.32,-11.92,-32.34,0.096631,192289.0,406,UP,184638000.0,uptoken
2102485837.0,2312,1527573571,9000000000.0,DIMCOIN,13716870.0,0.06,-1.92,-25.0,0.00652412,53528.8,407,DIM,8986417068.0,dimcoin
561055.0,83,1527573545,,Omni,13646878.0,-0.16,-5.26,-23.53,24.3236,23317.4,408,OMNI,617371.0,omni
144138604.0,64,1527573543,160000000.0,FlorinCoin,13619570.0,-0.09,-7.83,-21.0,0.0944894,117753.0,409,FLO,144138604.0,florincoin
437616887.0,2248,1527573569,,Cappasity,13602533.0,-0.03,-9.6,-14.78,0.0310832,754033.0,410,CAPP,543186326.0,cappasity
39236491.0,2134,1527573567,,Grid+,13553736.0,-0.82,-2.8,-59.47,0.345437,5904.36,411,GRID,300000000.0,grid
13000000.0,2153,1527573567,,Aeron,13482690.0,-0.12,-13.15,-21.01,1.03713,20258100.0,412,ARN,20000000.0,aeron
390312753.0,833,1527573546,,GridCoin,13423714.0,-0.71,-7.14,-21.64,0.0343922,47253.1,413,GRC,390312753.0,gridcoin
10204127.0,2009,1527573564,109999978.0,Bismuth,13361896.0,1.49,-1.08,-11.85,1.30946,34782.0,414,BIS,10725443.0,bismuth
2797767.0,77,1527573542,4380000.0,Diamond,13302181.0,-0.16,-6.76,-21.97,4.75457,44436.5,415,DMD,2797767.0,diamond
51990933.0,2465,1527573574,,Blockport,13264187.0,-0.55,-5.68,-18.54,0.255125,59417.5,416,BPT,69434800.0,blockport
415000000.0,2533,1527573576,500000000.0,Restart Energy MWAT,13257175.0,-2.31,-0.17,-21.33,0.031945,51240.5,417,MWAT,470000000.0,restart-energy-mwat
30988628.0,323,1527573544,,VeriCoin,13250242.0,-0.17,-3.55,-24.03,0.427584,71341.9,418,VRC,30988628.0,vericoin
189647051.0,2582,1527573576,,LALA World,13081057.0,-2.7,-15.01,-14.22,0.0689758,582303.0,419,LALA,250000000.0,lala-world
17500000.0,2342,1527573571,,Covesting,13067863.0,-0.32,-4.12,-18.37,0.746735,51035.6,420,COV,20000000.0,covesting
10000000.0,2273,1527573570,,Uquid Coin,12794500.0,-0.16,7.78,-12.6,1.27945,874161.0,421,UQC,40000000.0,uquid-coin
4660285460.0,2015,1527573564,,ATMChain,12778363.0,-0.78,3.96,-19.51,0.00274197,139909.0,422,ATM,10000000000.0,attention-token-of-media
184576322.0,916,1527573547,,MedicCoin,12734677.0,-0.18,-4.12,-37.94,0.0689941,6640.23,423,MEDIC,184576759.0,mediccoin
3489487.0,1154,1527573550,,Radium,12673257.0,-0.06,-9.77,-26.18,3.63184,300582.0,424,RADS,3489487.0,radium
3777512606.0,1107,1527573549,100000000000.0,PACcoin,12671251.0,-0.31,-4.46,-27.57,0.00335439,30649.9,425,$PAC,4339494680.0,paccoin
1349328.0,1732,1527573558,21000000.0,Numeraire,12663121.0,-0.22,-3.48,-21.35,9.38476,185927.0,426,NMR,2349328.0,numeraire
132215281.0,706,1527573548,4000000000.0,MonetaryUnit,12616405.0,0.38,-1.5,-21.51,0.0954232,86716.5,427,MUE,132215281.0,monetaryunit
535067071.0,2407,1527573573,,AICHAIN,12614688.0,-5.04,0.01,-27.05,0.0235759,1453610.0,428,AIT,2100000000.0,aichain
295306457.0,2348,1527573571,,Measurable Data Token,12607371.0,-1.12,-2.85,-30.34,0.0426925,210628.0,429,MDT,1000000000.0,measurable-data-token
399936259.0,2459,1527573574,,indaHash,12499088.0,1.97,-2.48,-34.08,0.0312527,9071.75,430,IDH,400000000.0,indahash
283282765.0,2699,1527573579,500000000.0,Sharder,12437615.0,-1.16,-4.05,-14.77,0.0439053,1184120.0,431,SS,350000000.0,sharder
36323057.0,2684,1527573579,,Aphelion,12421759.0,0.41,-7.81,-30.54,0.34198,589600.0,432,APH,70188440.0,aphelion
19628888.0,1954,1527573563,,Moeda Loyalty Points,12402984.0,-0.88,-6.59,-32.29,0.631874,485906.0,433,MDA,19628888.0,moeda-loyalty-points
1917808301.0,2398,1527573572,,Selfkey,12350321.0,0.45,-4.63,-27.45,0.00643981,60383.8,434,KEY,5999999954.0,selfkey
5583562626.0,2450,1527573573,,carVertical,12301594.0,-0.75,-2.07,-24.65,0.00220318,76083.1,435,CV,9931143978.0,carvertical
238322678.0,2400,1527573573,,OneRoot Network,12300858.0,-0.62,-2.68,-19.14,0.0516143,49636.7,436,RNT,400000000.0,oneroot-network
109660754.0,2526,1527573576,,Envion,12268187.0,-13.87,-2.47,-25.42,0.111874,16315.4,437,EVN,127425494.0,envion
886211988.0,1358,1527573552,999999999999999.0,E-Dinar Coin,11925755.0,-0.38,-2.91,-7.98,0.013457,35882.1,438,EDR,1011211988.0,e-dinar-coin
210000000.0,1208,1527573557,210000000.0,RevolutionVR,11839905.0,-0.76,-2.84,-19.22,0.0563805,186103.0,439,RVR,210000000.0,revolutionvr
900000000.0,1755,1527573560,900000000.0,Flash,11832120.0,-4.46,1.63,-43.41,0.0131468,13549.5,440,FLASH,900000000.0,flash
235297413.0,2669,1527573580,,MARK.SPACE,11828566.0,-0.55,2.36,-2.27,0.0502707,470838.0,441,MRK,3000000000.0,mark-space
32940705.0,1391,1527573553,,Tao,11825911.0,-0.16,-13.14,-35.48,0.359006,2673.41,442,XTO,32940705.0,tao
147586172.0,2477,1527573575,,Nework,11725928.0,-0.26,-0.73,-38.91,0.0794514,2526300.0,443,NKC,1000000000.0,nework
25009250.0,1853,1527573562,,OAX,11709031.0,-0.37,-4.28,-28.27,0.468188,334053.0,444,OAX,100000000.0,oax
81037294.0,2090,1527573566,1000000000.0,LATOKEN,11703811.0,0.46,-0.37,-21.07,0.144425,1150270.0,445,LA,400000000.0,latoken
372810007.0,2391,1527573573,,EchoLink,11674732.0,-2.01,-2.94,-26.49,0.0313155,693101.0,446,EKO,500000000.0,echolink
224188655547.0,89,1527573542,,Mooncoin,11498098.0,-2.43,-6.31,-37.74,5.12876e-05,14017.8,447,MOON,224188655547.0,mooncoin
13631512.0,2279,1527573570,,Playkey,11373548.0,5.66,3.7,16.23,0.834357,334621.0,448,PKT,19893268.0,playkey
22747809.0,1603,1527573556,,Databits,11350315.0,-0.16,-2.05,-18.68,0.498963,32724.3,449,DTB,22747809.0,databits
42436894.0,233,1527573543,,SolarCoin,11342109.0,2.76,4.13,-20.71,0.26727,21237.1,450,SLR,98034439329.0,solarcoin
109068855.0,2170,1527573568,,Oxycoin,11249144.0,-0.47,-7.05,-2.55,0.103138,37396.3,451,OXY,109068855.0,oxycoin
2435051.0,2649,1527573579,88000000.0,DeviantCoin,11096015.0,0.38,7.28,2.08,4.55679,234392.0,452,DEV,6280920.0,deviantcoin
5100896.0,2471,1527573574,,Smartlands,11084399.0,-0.61,0.12,-8.91,2.17303,201123.0,453,SLT,7186785.0,smartlands
3000031207.0,2698,1527573579,,Hydrogen,11036245.0,-1.29,-16.68,-44.12,0.00367871,317746.0,454,HYDRO,11111111111.0,hydrogen
4856575.0,2360,1527573572,,Hacken,10903642.0,-1.05,-5.05,-29.91,2.24513,113291.0,455,HKN,5600000.0,hacken
500000000.0,2527,1527573576,,SureRemit,10902650.0,2.28,-9.05,-24.23,0.0218053,15435.6,456,RMT,1000000000.0,sureremit
5343207.0,2229,1527573569,,Divi,10783713.0,0.78,-3.77,-27.18,2.01821,1059480.0,457,DIVX,6171607.0,divi
16769213.0,1082,1527573549,,SIBCoin,10783224.0,-2.56,-9.04,-29.32,0.643037,84828.8,458,SIB,16769213.0,sibcoin
30150150.0,2064,1527573565,,Maecenas,10731795.0,-0.16,4.14,-16.51,0.355945,9581.89,459,ART,100000000.0,maecenas
459841734.0,2578,1527573578,1000000000.0,TE-FOOD,10728613.0,-0.68,-3.56,-18.58,0.0233311,67132.5,460,TFD,567917833.0,te-food
7906397.0,1070,1527573549,,Expanse,10708898.0,0.12,-6.89,-23.43,1.35446,115072.0,461,EXP,16906397.0,expanse
74867103.0,1709,1527573560,,Quantum,10654412.0,-0.86,-2.79,-13.75,0.142311,11353.5,462,QAU,239775150.0,quantum
1162684117.0,2692,1527573579,,Nebula AI,10632258.0,-0.85,-0.12,-29.38,0.00914458,12728.3,463,NBAI,4770681725.0,nebula-ai
25672266.0,215,1527573543,,Rubycoin,10580645.0,-0.16,-1.87,-20.9,0.412143,2254.29,464,RBY,25672266.0,rubycoin
42634684.0,2551,1527573576,,Bezop,10501946.0,0.28,23.89,161.14,0.246324,1547580.0,465,BEZ,89267250.0,bezop
2263058.0,2359,1527573572,25000000.0,Polis,10489953.0,-0.22,-1.67,-14.73,4.6353,71807.2,466,POLIS,2263058.0,polis
112776150.0,2677,1527573580,,Linker Coin,10436936.0,2.74,5.71,59.49,0.0925456,379969.0,467,LNC,500000000.0,linker-coin
501394406.0,2334,1527573571,,BitClave,10420630.0,-0.12,-8.76,-25.87,0.0207833,619661.0,468,CAT,1597746125.0,bitclave
169979738.0,2368,1527573572,,REBL,10380357.0,-0.1,-7.09,-30.39,0.0610682,1946320.0,469,REBL,326480305.0,rebl
254425849.0,2571,1527573577,1844674407.0,Graft,10347397.0,-4.59,-12.3,2.68,0.0406696,97698.1,470,GRFT,996528849.0,graft
556039.0,2082,1527573566,,ICOS,10319870.0,-0.27,5.82,-2.13,18.5596,10832.1,471,ICOS,560417.0,icos
9029006975.0,1814,1527573559,30000000000.0,Linda,10272753.0,-0.95,-3.89,-16.85,0.00113775,61271.2,472,LINDA,9029006975.0,linda
156436867.0,2598,1527573577,,Banyan Network,10177532.0,0.28,-6.92,-28.5,0.0650584,1103480.0,473,BBN,1000000000.0,banyan-network
146057007.0,2066,1527573565,,Everus,10110402.0,0.38,-4.57,-67.82,0.0692223,917759.0,474,EVR,1000000000.0,everus
28722127.0,2318,1527573571,1500000000.0,Neumark,10106139.0,-0.5,-4.33,-22.07,0.351859,187325.0,475,NEU,53014331.0,neumark
207991060.0,1382,1527573553,,NoLimitCoin,10028580.0,0.08,-4.68,-16.25,0.0482164,39309.0,476,NLC2,207991060.0,nolimitcoin
65936602.0,2094,1527573567,,Paragon,9997505.0,-0.74,-6.91,-9.12,0.151623,43108.4,477,PRG,164936592.0,paragon
23224303.0,2325,1527573571,,Matryx,9963342.0,0.6,0.7,-23.68,0.429005,1144460.0,478,MTX,314159265.0,matryx
52261748.0,2744,1527573581,,NPER,9838849.0,-4.8,-16.23,-31.49,0.188261,618392.0,479,NPER,250000000.0,nper
1807440.0,2107,1527573566,60000000.0,LUXCoin,9831859.0,-0.28,-1.21,-18.16,5.43966,90862.1,480,LUX,4807440.0,luxcoin
7001623.0,1677,1527573557,7001622.0,Etheroll,9807173.0,4.57,5.0,-15.36,1.4007,42314.4,481,DICE,7001623.0,etheroll
575821133.0,2499,1527573575,,SwissBorg,9696655.0,-0.34,-7.0,-24.32,0.0168397,118065.0,482,CHSB,1000000000.0,swissborg
710113.0,1556,1527573555,,Chronobank,9689773.0,-1.05,-2.78,4.78,13.6454,456553.0,483,TIME,710113.0,chronobank
1468214570.0,2630,1527573578,,PolySwarm,9606616.0,0.19,1.53,-28.97,0.00654306,35218.3,484,NCT,1885913076.0,polyswarm
36997554.0,2327,1527573572,,Olympus Labs,9583070.0,-1.37,-8.05,-25.77,0.259019,54646.0,485,MOT,100000000.0,olympus-labs
244763570.0,2495,1527573575,,Pareto Network,9560245.0,0.32,-9.26,-17.16,0.0390591,71838.7,486,PARETO,500000000.0,pareto-network
1507.0,2125,1527573567,,Russian Miner Coin,9548066.0,-0.16,0.93,-16.95,6335.81,745.725,487,RMC,10757.0,russian-mining-coin
591500000.0,2070,1527573566,,DomRaider,9542433.0,0.48,0.81,-23.99,0.0161326,112784.0,488,DRT,1300000000.0,domraider
19300600.0,366,1527573544,,BitSend,9509657.0,-0.88,-3.94,-17.62,0.492713,28733.4,489,BSD,19300600.0,bitsend
265000000.0,2466,1527573574,,aXpire,9487689.0,0.93,-8.87,-29.16,0.0358026,55252.9,490,AXP,350000000.0,axpire
404613212.0,2754,1527573581,,HeroNode,9420731.0,1.54,3.15,-19.69,0.0232833,461586.0,491,HER,2000000000.0,heronode
170657181.0,2579,1527573577,,ShipChain,9412887.0,-0.65,-14.96,-48.66,0.0551567,13174.7,492,SHIP,500000000.0,shipchain
204780000.0,2587,1527573577,,Fluz Fluz,9388631.0,-1.42,-1.34,-12.36,0.0458474,5601.92,493,FLUZ,204780000.0,fluz-fluz
700000000.0,2772,1527573582,,Digitex Futures,9382520.0,-0.2,-3.53,,0.0134036,114790.0,494,DGTX,1000000000.0,digitex-futures
134024588760.0,298,1527573544,,NewYorkCoin,9344811.0,-2.4,-2.87,-29.11,6.97246e-05,13105.1,495,NYC,134024588760.0,newyorkcoin
8272111.0,1562,1527573556,,Swarm City,9297770.0,5.88,7.42,-14.82,1.12399,364750.0,496,SWT,8272111.0,swarm-city
9292966.0,2287,1527573571,,LockTrip,9173821.0,-0.86,-0.81,-14.37,0.987179,202539.0,497,LOC,18585933.0,lockchain
255681686.0,2628,1527573578,,Rentberry,9143612.0,0.93,-6.92,-33.57,0.0357617,80926.0,498,BERRY,301473028.0,rentberry
233915210.0,1380,1527573552,,LoMoCoin,9125383.0,1.31,-3.2,-25.43,0.0390115,34586.4,499,LMC,318915210.0,lomocoin
26244468.0,1991,1527573565,,Rivetz,9120924.0,-1.13,-3.58,-28.92,0.347537,25713.6,500,RVT,200000000.0,rivetz
509000403.0,2626,1527573578,,Friendz,9035724.0,1.19,-2.65,-22.14,0.0177519,68425.0,501,FDZ,1142645649.0,friends
3060310.0,460,1527573546,,Clams,8967780.0,-0.17,-7.4,-20.4,2.93035,38059.1,502,CLAM,16722480.0,clams
31769747.0,1980,1527573564,,Elixir,8900962.0,3.31,-4.58,-26.51,0.280171,29087.8,503,ELIX,31769747.0,elixir
14560438510.0,1803,1527573559,,PeepCoin,8706822.0,-0.67,-5.67,-24.59,0.000597978,637537.0,504,PCN,53760438510.0,peepcoin
333969094.0,2718,1527573580,,PolicyPal Network,8668468.0,-0.05,0.9,-32.91,0.0259559,74517.1,505,PAL,1000000000.0,policypal-network
66520694.0,1481,1527573553,,Nexium,8571524.0,0.14,-7.81,-7.5,0.128855,34523.6,506,NXC,66520694.0,nexium
1577637250.0,182,1527573543,,Myriad,8382507.0,-0.61,-8.48,-26.83,0.00531333,32343.7,507,XMY,1577637250.0,myriad
3821995.0,551,1527573544,,NeosCoin,8314025.0,-0.07,-4.41,-19.45,2.17531,220041.0,508,NEOS,3821995.0,neoscoin
106515704.0,2363,1527573571,,Zap,8289318.0,4.39,-8.23,-44.63,0.0778225,38273.3,509,ZAP,520000000.0,zap
9780373296498.0,1002,1527573548,,Sprouts,8258058.0,1.17,1.34,-9.52,8.444e-07,24607.8,510,SPRTS,9780373296498.0,sprouts
600295910.0,2546,1527573576,,Remme,8120443.0,-1.39,-1.48,-31.45,0.0135274,388872.0,511,REM,1000000000.0,remme
125046170.0,1294,1527573551,,Rise,8074019.0,-5.48,-1.92,-14.09,0.0645683,4611.64,512,RISE,125046170.0,rise
45255300.0,2419,1527573573,,Profile Utility Token,8054946.0,-0.28,-6.14,-43.18,0.177989,1162550.0,513,PUT,100000000.0,profile-utility-token
8094002.0,2164,1527573567,,DCORP,8009226.0,-0.18,195.54,115.24,0.989526,2196.18,514,DRP,8094002.0,dcorp
776117568.0,1577,1527573555,,Musicoin,8005653.0,1.29,-6.48,-23.12,0.010315,47342.7,515,MUSIC,776117568.0,musicoin
2232901.0,1611,1527573557,,DubaiCoin,8000506.0,-0.28,-8.18,-6.18,3.58301,126007.0,516,DBIX,2232901.0,dubaicoin-dbix
169022722.0,2557,1527573577,,Bee Token,7961832.0,-0.82,-2.81,-25.06,0.0471051,26902.0,517,BEE,500000000.0,bee-token
164925727.0,1894,1527573562,516085281.0,The ChampCoin,7948579.0,-0.16,-2.17,-14.32,0.0481949,10366.1,518,TCC,218000000.0,the-champcoin
74033089.0,760,1527573546,105000000.0,OKCash,7897628.0,0.5,-5.19,-24.57,0.106677,121898.0,519,OK,74033089.0,okcash
645515075.0,2426,1527573573,,ShareX,7826225.0,-7.4,-16.09,-47.7,0.012124,973606.0,520,SEXC,1000000000.0,sharex
70000000.0,1708,1527573558,,Patientory,7813120.0,-0.44,-6.96,-28.15,0.111616,192638.0,521,PTOY,100002000.0,patientory
7776722.0,2260,1527573569,27000000.0,Bulwark,7750499.0,-0.24,0.31,-29.6,0.996628,48359.8,522,BWK,8095776.0,bulwark
1844678441.0,2512,1527573575,21000000000.0,U.CASH,7661079.0,-1.03,-26.6,-47.1,0.00415307,9943.83,523,UCASH,21000000000.0,ucash
7109455550.0,2730,1527573580,,Fitrova,7647997.0,4.33,-48.3,-79.09,0.00107575,515254.0,524,FRV,7588648240.0,fitrova
193668526.0,2666,1527573579,,Effect.AI,7589637.0,-0.52,-0.63,-30.41,0.0391888,31098.7,525,EFX,650000000.0,effect-ai
11500000.0,2560,1527573577,,EZToken,7565333.0,-0.97,-15.03,-1.59,0.657855,7309.79,526,EZT,50000000.0,eztoken
124518891.0,1480,1527573553,,Golos,7508340.0,-0.39,2.9,-9.45,0.0602988,213144.0,527,GOLOS,124518891.0,golos
1200279.0,939,1527573547,,Gambit,7476660.0,-0.16,-2.28,-15.16,6.2291,2411.29,528,GAM,1200279.0,gambit
52936175.0,2561,1527573577,,BitTube,7472894.0,-0.03,-3.52,-20.12,0.141168,14236.4,529,TUBE,54716175.0,bit-tube
354569198.0,2374,1527573572,,BitDegree,7465561.0,-0.62,-1.21,-27.88,0.0210553,14790.2,530,BDG,514800000.0,bitdegree
93318620.0,2761,1527573581,,Local World Forwarders,7453731.0,0.24,-1.49,-21.89,0.079874,41645.7,531,LWF,104705905.0,local-world-forwarders
62918410.0,2464,1527573576,,Devery,7408769.0,18.9,-0.33,-14.49,0.117752,199078.0,532,EVE,100000000.0,devery
189285517.0,2584,1527573578,,Debitum,7376438.0,0.46,-2.82,-24.92,0.0389699,69079.5,533,DEB,400000000.0,debitum-network
5537339.0,2616,1527573577,19340594.0,Stipend,7334039.0,-0.48,-5.2,-19.11,1.32447,51038.8,534,SPD,5777239.0,stipend
77184338.0,2231,1527573569,,Flixxo,7317453.0,-0.44,-4.32,-26.74,0.0948049,201170.0,535,FLIXX,189151329.0,flixxo
201000000.0,2421,1527573573,,InsurePal,7315676.0,0.35,-1.93,12.89,0.0363964,564215.0,536,IPL,300000000.0,insurepal
121911816.0,322,1527573555,,Energycoin,7298848.0,-0.17,-11.12,-29.39,0.0598699,11769.2,537,ENRG,121911816.0,energycoin
21505324.0,2380,1527573572,,ATN,7253101.0,-3.31,-6.07,-25.26,0.33727,42236.6,538,ATN,210000000.0,atn
594644215.0,606,1527573545,,FoldingCoin,7196028.0,0.92,-3.62,-23.95,0.0121014,28684.5,539,FLDC,1000000000.0,foldingcoin
13516418.0,2031,1527573566,,Hubii Network,7125315.0,-0.81,-14.23,-26.22,0.52716,3396.21,540,HBT,31801784.0,hubii-network
28911624.0,448,1527573544,,Stealth,7115960.0,0.52,-4.74,-23.16,0.246128,13285.6,541,XST,28911624.0,stealth
2083674.0,6,1527573541,,Novacoin,7099473.0,-0.26,3.43,-10.66,3.40719,21029.7,542,NVC,2083674.0,novacoin
4948989.0,1587,1527573557,,Dynamic,7029000.0,-0.59,-1.92,-15.14,1.42029,60499.4,543,DYN,14037310.0,dynamic
176560198.0,2709,1527573581,,Morpheus Labs,6995050.0,-0.29,-12.51,-30.2,0.0396185,848700.0,544,MITX,800000000.0,morpheus-labs
118090511.0,2377,1527573572,,Leverj,6983660.0,3.05,-19.43,-18.45,0.0591382,13062.1,545,LEV,1000000000.0,leverj
173955332.0,2478,1527573574,,CoinFi,6981088.0,-1.64,-3.04,-35.76,0.0401315,55806.6,546,COFI,300000000.0,coinfi
491752129.0,2680,1527573579,,Helbiz,6979389.0,0.52,-3.17,-25.26,0.0141929,1928820.0,547,HBZ,1005250000.0,helbiz
566472965.0,2686,1527573579,,Lendingblock,6960197.0,-0.46,-1.29,-26.27,0.0122869,28792.5,548,LND,1000000000.0,lendingblock
25330000.0,2602,1527573577,,NaPoleonX,6960152.0,-0.82,0.9,-21.66,0.274779,16832.9,549,NPX,29800000.0,napoleonx
62220378.0,2208,1527573568,,EncrypGen,6935830.0,-0.09,-10.04,-25.62,0.111472,314601.0,550,DNA,70978131.0,encrypgen
381906699.0,313,1527573544,,PinkCoin,6932103.0,1.44,-7.06,-24.54,0.0181513,36160.9,551,PINK,392906699.0,pinkcoin
92147500.0,1638,1527573557,100000000.0,WeTrust,6848338.0,-2.26,-12.46,-61.46,0.0743193,229519.0,552,TRST,100000000.0,trust
63348898.0,2750,1527573580,,Oyster Shell,6828694.0,-1.76,-0.94,-28.93,0.107795,185426.0,553,SHL,98592692.0,oyster-shell
129071409.0,2490,1527573575,,CargoX,6820327.0,-1.2,-8.56,-26.87,0.0528415,31897.2,554,CXO,215119016.0,cargox
57177751.0,1968,1527573563,,XPA,6799521.0,-0.85,-2.5,-23.42,0.118919,4826.45,555,XPA,10000000000.0,xpa
41734125.0,1970,1527573562,300000000.0,ATBCoin,6790852.0,0.02,-2.96,-17.6,0.162717,865083.0,556,ATB,53710925.0,atbcoin
92500000000.0,2088,1527573566,,EXRNchain,6746081.0,-0.8,2.2,-1.91,7.29306e-05,18492.5,557,EXRN,100000000000.0,exrnchain
10500000.0,1811,1527573561,,Nimiq Exchange Token,6725933.0,-0.51,-5.47,-43.55,0.640565,96424.3,558,NET,10500000.0,nimiq
138074829.0,2310,1527573571,,Bounty0x,6690609.0,0.2,-8.99,-25.6,0.0484564,35677.6,559,BNTY,500000000.0,bounty0x
2526087224.0,1833,1527573560,,ToaCoin,6584448.0,0.35,2.33,-19.63,0.00260658,30464.9,560,TOA,8990093585.0,toacoin
4993435.0,2278,1527573570,,HollyWoodCoin,6505247.0,14.18,-7.06,-29.26,1.30276,109128.0,561,HWC,24348713.0,hollywoodcoin
41050224.0,25,1527573542,72245700.0,GoldCoin,6460361.0,-0.16,-7.76,-29.89,0.157377,6776.24,562,GLD,41050224.0,goldcoin
19379103.0,1883,1527573561,,AdShares,6431595.0,0.07,10.23,13.09,0.331883,31280.6,563,ADST,19379103.0,adshares
404980448.0,2258,1527573569,,Snovio,6280639.0,0.29,-4.35,-32.71,0.0155085,26553.4,564,SNOV,651129644.0,snovio
6000000.0,1948,1527573563,,Aventus,6267660.0,-0.27,0.06,-15.54,1.04461,51480.7,565,AVT,10000000.0,aventus
9837033.0,1810,1527573560,,CVCoin,6202869.0,-10.31,-13.22,-23.97,0.630563,11687.1,566,CVCOIN,15000000.0,cvcoin
55428631.0,2667,1527573579,,FintruX Network,6194925.0,-0.39,-4.81,-30.03,0.111764,532730.0,567,FTX,100000000.0,fintrux-network
850000.0,1392,1527573553,20000000.0,Pluton,6156793.0,-0.64,-2.91,-22.04,7.24329,2622.39,568,PLU,20000000.0,pluton
19429024.0,1721,1527573558,,Mysterium,6114430.0,-0.4,-2.41,-23.61,0.314706,109102.0,569,MYST,32433366.0,mysterium
20785264.0,1505,1527573556,,Spectrecoin,6083493.0,-2.46,-9.59,-26.22,0.292683,10885.4,570,XSPEC,20785264.0,spectrecoin
38805314.0,2040,1527573566,,ALIS,6041561.0,-1.77,-4.97,-24.15,0.155689,11115.1,571,ALIS,75209200.0,alis
480953700.0,2501,1527573575,,adbank,6038181.0,0.29,-2.74,-25.92,0.0125546,19316.6,572,ADB,1000000000.0,adbank
37483437.0,2462,1527573575,,AidCoin,6035208.0,-0.3,-10.99,-22.84,0.16101,722796.0,573,AID,100000000.0,aidcoin
23873267.0,333,1527573555,,Curecoin,5960319.0,-0.14,-2.93,-15.72,0.249665,9485.12,574,CURE,23873267.0,curecoin
38466654.0,2500,1527573575,,Zilla,5876512.0,-1.35,-9.41,-32.33,0.152769,1521980.0,575,ZLA,60000000.0,zilla
