name,symbol,website,github,careers,circulating_supply,ID,last_updated,max_supply,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,price,volume_24h,rank,total_supply,website_slug
Aion,AION,https://aion.network/,https://github.com/aionnetwork,https://aion.network/careers/,149727007.0,2062.0,1527573266.0,,282582775.0,-0.16,-2.54,-21.68,1.88732,2081780.0,55.0,465934587.0,aion
Nebulas,NAS,https://nebulas.io/,https://github.com/nebulasio,https://nebulas.io//jobs.html,45500000.0,1908.0,1527573262.0,100000000.0,262549560.0,-0.41,-3.83,-18.56,5.77032,51006300.0,56.0,100000000.0,nebulas-token
Komodo,KMD,https://komodoplatform.com/,https://github.com/KomodoPlatform,https://komodoplatform.com/careers/,104214819.0,1521.0,1527573554.0,,238452884.0,-1.01,-8.44,-29.13,2.28809,951952.0,61.0,104214819.0,komodo
Polymath,POLY,https://www.polymath.network/,https://github.com/PolymathNetwork,https://polymath.bamboohr.com/jobs/,276420107.0,2496.0,1527573276.0,,210572968.0,-1.59,0.15,-15.72,0.761786,10488100.0,65.0,1000000000.0,polymath-network
Elastos,ELA,https://www.elastos.org/,https://github.com/elastos,https://www.elastos.org/en/careers/,5024830.0,2492.0,1527573276.0,,184552446.0,-1.11,-4.95,-18.65,36.7281,15160300.0,72.0,33568896.0,elastos
Skycoin,SKY,http://skycoin.net/,https://github.com/skycoin,http://skycoin.net//jobs/,8999574.0,1619.0,1527573556.0,100000000.0,175808478.0,1.94,-1.47,-22.87,19.5352,2137030.0,78.0,25000000.0,skycoin
Huobi Token,HT,https://www.huobi.pro/,https://github.com/huobiapi/API_Docs_en/wiki,https://www.huobi.pro//careers/,50000200.0,2502.0,1527573275.0,,169350677.0,-2.4,-6.62,-19.39,3.387,76070900.0,81.0,500000000.0,huobi-token
Veritaseum,VERI,http://veritas.veritaseum.com/,https://github.com/veritaseum,http://veritas.veritaseum.com//vecareers,2036645.0,1710.0,1527573558.0,,165081314.0,0.46,-8.64,-2.64,81.0555,566020.0,83.0,100000000.0,veritaseum
Factom,FCT,http://factom.org/,https://github.com/FactomProject,https://www.factom.com/about/careers,8745102.0,1087.0,1527573549.0,,131102197.0,-0.5,-8.24,-28.2,14.9915,1990990.0,95.0,8745102.0,factom
Holo,HOT,https://holochain.org/,https://github.com/holochain,https://holo.host/careers/internship/,133214575156.0,2682.0,1527573280.0,,127657130.0,-0.39,1.13,-24.13,0.000958282,1803340.0,97.0,177619433541.0,holo
WAX,WAX,https://wax.io/,https://github.com/waxio,https://wax.io//careers,625023293.0,2300.0,1527573571.0,,104650150.0,-0.88,-9.96,-28.34,0.167434,1477270.0,115.0,1850000000.0,wax
Quantstamp,QSP,https://quantstamp.com/,https://github.com/quantstamp,https://quantstamp.com//careers,617314171.0,2212.0,1527573569.0,,95359607.0,-2.06,-6.11,-27.46,0.154475,1365430.0,124.0,976442388.0,quantstamp
Storj,STORJ,https://storj.io/,https://github.com/Storj/,https://storj.io//careers.html,135787539.0,1772.0,1527573560.0,,90162111.0,-0.87,-6.93,-26.06,0.663994,3067060.0,132.0,424999998.0,storj
Cindicator,CND,https://cindicator.com/,https://github.com/cindicator,https://cindicator.com//careers,1445976590.0,2043.0,1527573565.0,,80857420.0,-0.54,-6.23,-22.71,0.0559189,792237.0,142.0,2000000005.0,cindicator
BOScoin,BOS,https://boscoin.io/,https://github.com/owlchain/owlchain-core,https://boscoin.io/careers/,445232246.0,2095.0,1527573566.0,,72369830.0,0.23,-3.52,-9.73,0.162544,122363.0,151.0,500000000.0,boscoin
Particl,PART,http://particl.io/,https://github.com/particl,http://particl.io//careers/,8988194.0,1826.0,1527573560.0,,72113630.0,0.09,-12.65,-32.94,8.02315,2173530.0,152.0,8988194.0,particl
SONM,SNM,https://sonm.io/,https://github.com/sonm-io,https://sonm.com/jobs/,359600000.0,1723.0,1527573559.0,,65391462.0,-0.43,-13.6,-36.12,0.181845,1519850.0,164.0,444000000.0,sonm
Bluzelle,BLZ,https://bluzelle.com/,https://github.com/njmurarka/bluzelle,https://bluzelle.com//about-us/careers/,178928358.0,2505.0,1527573275.0,,63637123.0,-2.55,-8.52,-28.55,0.355657,3813320.0,170.0,500000000.0,bluzelle
Streamr DATAcoin,DATA,https://www.streamr.com/,https://github.com/streamr-dev,https://www.streamr.com//mailto:jobs@streamr.com,677154514.0,2143.0,1527573567.0,,54152114.0,-0.46,-1.91,-9.55,0.0799701,884460.0,187.0,987154514.0,streamr-datacoin
Bodhi,BOT,http://www.bodhi.network/,https://github.com/bodhiproject/,https://angel.co/bodhi-foundation-ltd/jobs,40000000.0,2211.0,1527573568.0,100000000.0,47806800.0,-1.2,-1.23,0.72,1.19517,5690570.0,197.0,100000000.0,bodhi
Zebi,ZCO,https://www.zebi.io/,https://zebidata.github.io/,https://www.zebi.io//careers.html,461647448.0,2685.0,1527573280.0,1000000000.0,46105008.0,-1.02,-7.68,-29.23,0.0998706,1312290.0,199.0,500000000.0,zebi
Edgeless,EDG,https://edgeless.io/,https://github.com/EdgelessCasino,https://edgeless.io//careers,87587036.0,1596.0,1527573556.0,,42902320.0,-0.41,-1.84,-12.85,0.489825,817626.0,208.0,132046997.0,edgeless
Pillar,PLR,https://pillarproject.io/,https://github.com/pillarwallet,https://pillarproject.io/careers/,259348201.0,1834.0,1527573261.0,,42815535.0,-1.26,-7.43,-27.82,0.165089,77652.1,210.0,800000000.0,pillar
Telcoin,TEL,https://www.telco.in/,https://github.com/telcoin,https://www.telco.in//mailto:jobs@telco.in?subject=Telcoin Jobs,29995272363.0,2394.0,1527573273.0,,42536296.0,-0.18,1.49,-25.59,0.0014180999999999998,278703.0,211.0,100000000000.0,telcoin
OST,OST,https://ost.com,https://github.com/OpenSTFoundation,https://ost.com/careers,322762988.0,2296.0,1527573270.0,,42342954.0,-0.69,-6.59,-27.03,0.131189,876741.0,212.0,800000000.0,ost
TrueUSD,TUSD,https://www.trusttoken.com/,https://github.com/trusttoken,https://www.trusttoken.com//careers,38624457.0,2563.0,1527573277.0,,39369136.0,0.61,0.71,-3.3,1.01928,9994830.0,224.0,38624457.0,trueusd
Dai,DAI,http://www.makerdao.com/,https://github.com/makerdao/,http://www.makerdao.com//careers,37881457.0,2308.0,1527573271.0,,38074653.0,-0.06,1.12,0.64,1.0051,1895230.0,230.0,37881457.0,dai
SpankChain,SPANK,https://spankchain.com/,https://github.com/spankchain,https://spankchain.com//jobs/,300043386.0,2219.0,1527573268.0,,35003361.0,-0.65,-7.19,-23.78,0.116661,24347.6,237.0,1000000000.0,spankchain
HTMLCOIN,HTML,http://www.htmlcoin.com/,https://github.com/HTMLCOIN,https://www.htmlcoin.com/careers,65877343747.0,2315.0,1527573270.0,,33589606.0,-0.34,2.63,-10.94,0.000509881,782770.0,243.0,94044586504.0,html-coin
INS Ecosystem,INS,https://ins.world/,https://github.com/ins-ecosystem,https://angel.co/ins-ecosystem/jobs,30300918.0,2369.0,1527573272.0,,31113286.0,-1.35,-4.99,-17.84,1.02681,1691160.0,255.0,50000000.0,ins-ecosystem
Tierion,TNT,https://tierion.com/,https://github.com/tierion,https://tierion.com//careers,428481269.0,1923.0,1527573263.0,,28377029.0,-0.45,-5.04,-30.29,0.066227,1296960.0,270.0,1000000000.0,tierion
Etherparty,FUEL,https://etherparty.com/,https://github.com/etherparty,https://angel.co/etherparty/jobs,485749753.0,2120.0,1527573567.0,,23541133.0,0.85,-4.71,-25.75,0.0484635,385102.0,304.0,1000000000.0,etherparty
Steem Dollars,SBD,https://steem.io/,https://github.com/steemit/steem,https://jobs.lever.co/steemit,14421366.0,1312.0,1527573552.0,,23306802.0,0.31,-8.75,-27.59,1.6161299999999998,1012410.0,306.0,14421366.0,steem-dollars
Humaniq,HMQ,https://humaniq.com/,https://github.com/humaniq,https://humaniq.com//careers,162862944.0,1669.0,1527573557.0,920952070.0,20510796.0,-0.95,-5.56,-18.81,0.12593900000000002,71268.3,325.0,184194944.0,humaniq
XTRABYTES,XBY,https://www.xtrabytes.global/,https://github.com/XTRABYTES,https://www.xtrabytes.global//careers,430000000.0,1636.0,1527573558.0,650000000.0,17344652.0,-3.09,-4.93,-20.21,0.0403364,31176.2,358.0,650000000.0,xtrabytes
DADI,DADI,https://dadi.cloud/en,https://github.com/dadi,https://dadi.cloud/en/en/careers/,79583168.0,2535.0,1527573576.0,100000000.0,14257245.0,-1.84,-2.67,-20.92,0.179149,1628330.0,396.0,100000000.0,dadi
Blockport,BPT,https://www.blockport.io/,https://github.com/Blockport/,http://jobs.blockport.io,51990933.0,2465.0,1527573574.0,,13264187.0,-0.55,-5.68,-18.54,0.255125,59417.5,416.0,69434800.0,blockport
indaHash,IDH,https://indahash.com/,https://github.com/indahash,https://indahash.com//careers,399936259.0,2459.0,1527573574.0,,12499088.0,1.97,-2.48,-34.08,0.0312527,9071.75,430.0,400000000.0,indahash
Selfkey,KEY,https://selfkey.org/,https://github.com/selfkeyfoundation,https://selfkey.org//careers/,1917808301.0,2398.0,1527573572.0,,12350321.0,0.45,-4.63,-27.45,0.00643981,60383.8,434.0,5999999954.0,selfkey
LATOKEN,LA,https://latoken.com/,https://github.com/ElKornacio/contracts-early,https://latoken.com//careers,81037294.0,2090.0,1527573566.0,1000000000.0,11703811.0,0.46,-0.37,-21.07,0.144425,1150270.0,445.0,400000000.0,latoken
Hydrogen,HYDRO,https://www.hydrogenplatform.com/hydro,https://github.com/hydrogen-dev/smart-contract,https://www.hydrogenplatform.com/hydro/careers,3000031207.0,2698.0,1527573579.0,,11036245.0,-1.29,-16.68,-44.12,0.00367871,317746.0,454.0,11111111111.0,hydrogen
Expanse,EXP,http://www.expanse.tech/,https://www.github.com/expanse-org,https://expanse.tech/jobs/,7906397.0,1070.0,1527573549.0,,10708898.0,0.12,-6.89,-23.43,1.35446,115072.0,461.0,16906397.0,expanse
Everus,EVR,https://everus.org/,https://github.com/EverusWorld,https://www.jobstore.com/my/company/483104/everus-technologies-sdn-bhd,146057007.0,2066.0,1527573565.0,,10110402.0,0.38,-4.57,-67.82,0.0692223,917759.0,474.0,1000000000.0,everus
Neumark,NEU,http://neufund.org/,https://github.com/Neufund/,http://neufund.org//careers,28722127.0,2318.0,1527573571.0,1500000000.0,10106139.0,-0.5,-4.33,-22.07,0.35185900000000003,187325.0,475.0,53014331.0,neumark
NoLimitCoin,NLC2,https://nolimitcoin.org/,https://github.com/NoLimitCoin,https://nolimitcoin.org/careers,207991060.0,1382.0,1527573553.0,,10028580.0,0.08,-4.68,-16.25,0.0482164,39309.0,476.0,207991060.0,nolimitcoin
SwissBorg,CHSB,https://swissborg.com/,https://github.com/SwissBorg,https://jobs.lever.co/swissborg,575821133.0,2499.0,1527573575.0,,9696655.0,-0.34,-7.0,-24.32,0.016839700000000003,118065.0,482.0,1000000000.0,swissborg
Chronobank,TIME,https://chronobank.io/,https://github.com/ChronoBank,http://instahire.jobs,710113.0,1556.0,1527573555.0,,9689773.0,-1.05,-2.78,4.78,13.6454,456553.0,483.0,710113.0,chronobank
aXpire,AXP,http://axpire.io,https://forkdelta.github.io/#!/trade/AXP-ETH,https://www.indeedjobs.com/axpire/,265000000.0,2466.0,1527573574.0,,9487689.0,0.93,-8.87,-29.16,0.035802600000000004,55252.9,490.0,350000000.0,axpire
Rise,RISE,https://rise.vision/,https://github.com/risevision,https://rise.vision/careers/,125046170.0,1294.0,1527573551.0,,8074019.0,-5.48,-1.92,-14.09,0.0645683,4611.64,512.0,125046170.0,rise
Leverj,LEV,https://www.leverj.io/,https://github.com/leverj,https://angel.co/leverj/jobs/,118090511.0,2377.0,1527573572.0,,6983660.0,3.05,-19.43,-18.45,0.0591382,13062.1,545.0,1000000000.0,leverj
CoinFi,COFI,http://www.coinfi.com/,https://github.com/coinfi/coinfi,https://careers.coinfi.com,173955332.0,2478.0,1527573574.0,,6981088.0,-1.64,-3.04,-35.76,0.0401315,55806.6,546.0,300000000.0,coinfi
WeTrust,TRST,https://www.wetrust.io/,https://github.com/WeTrustPlatform,https://jobs.lever.co/wetrust,92147500.0,1638.0,1527573557.0,100000000.0,6848338.0,-2.26,-12.46,-61.46,0.0743193,229519.0,552.0,100000000.0,trust
Mysterium,MYST,https://mysterium.network/,https://github.com/MysteriumNetwork,https://mysterium.network/careers/,19429024.0,1721.0,1527573558.0,,6114430.0,-0.4,-2.41,-23.61,0.314706,109102.0,569.0,32433366.0,mysterium
Dovu,DOVU,https://dovu.io/,https://github.com/TokenMarketNet/ico,https://www.inmotionventures.com/careers/,74195430.0,2110.0,1527573566.0,,5558180.0,-0.51,-17.58,-36.88,0.0749127,1862.03,594.0,963761390.0,dovu
GET Protocol,GET,https://guts.tickets/,https://github.com/GUTSTickets/,https://guts.tickets//careers,10384393.0,2354.0,1527573572.0,,5502908.0,-0.22,4.93,-12.38,0.529921,60102.2,596.0,33368773.0,get-protocol
Eroscoin,ERO,https://eroscoin.org/,https://github.com/eroscoin,https://eroscoin.org//careers,186744000.0,2249.0,1527573570.0,,5466576.0,-0.1,13.59,-7.33,0.0292731,10155.6,600.0,240000000.0,eroscoin
Blue Protocol,BLUE,https://www.blueprotocol.com/,https://forkdelta.github.io/#!/trade/BLUE-ETH,https://www.blueprotocol.com/careers/,36645278.0,2076.0,1527573566.0,42000000.0,5131109.0,0.54,-11.95,-24.77,0.140021,28514.0,619.0,42000000.0,ethereum-blue
JET8,J8T,https://jet8.io/,https://github.com/jet8,https://jet8.io//careers,333692815.0,2568.0,1527573577.0,,4898811.0,-1.93,-5.84,-38.78,0.014680600000000004,33846.5,631.0,1468857775.0,jet8
NuBits,USNBT,https://www.nubits.com,https://bitbucket.org/JordanLeePeershares/nubit/overview,https://www.nubits.com/jobs,10269826.0,626.0,1527573545.0,,3397392.0,-0.29,-5.03,-23.38,0.330813,56971.7,691.0,70401624.0,nubits
Starbase,STAR,https://starbase.co/,https://github.com/starbaseco,https://angel.co/starbaseco/jobs,187500000.0,2295.0,1527573570.0,,2688919.0,-0.82,-6.4,-17.41,0.014340899999999997,7725.96,725.0,1000000000.0,starbase
SyncFab,MFG,https://blockchain.syncfab.com/,https://github.com/syncfab,https://www.nasdaq.com/article/industrial-revolution-40-creating-jobs-with-decentralized-manufacturing-cm925129,134039364.0,2658.0,1527573579.0,,2454154.0,-1.43,-4.08,-24.14,0.0183092,656.439,743.0,1000000000.0,syncfab
Ace,ACE,https://tokenstars.com/en/ace,https://github.com/token-stars/ace-token,http://www.newsbtc.com/2017/07/24/tokenstars-announces-new-ico-tokenize-celebrities-careers/,9245279.0,2311.0,1527573571.0,,1863784.0,-0.42,-6.33,-24.27,0.201593,34457.9,782.0,14476036.0,ace
TrakInvest,TRAK,http://www.trakinvest.com/,https://github.com/ankit-trakinvest/trakinvest/tree/master/blockchain/tokens,http://techcrunch.com/2013/11/14/trakinvest-is-a-fantasy-stock-trading-platform-that-can-lead-to-real-jobs/,39445437.0,2683.0,1527573579.0,,1750802.0,-0.6,-5.56,-38.16,0.044385400000000005,563.549,792.0,155294118.0,trakinvest
TokenStars,TEAM,https://tokenstars.com/team,https://github.com/alerdenisov,http://www.newsbtc.com/2017/07/24/tokenstars-announces-new-ico-tokenize-celebrities-careers/,9845534.0,2729.0,1527573580.0,,1583359.0,-1.91,-2.9,-8.46,0.16082,83833.4,802.0,17818682.0,tokenstars
Centra,CTR,https://www.centra.tech/,https://github.com/CentraTech/smart-contract,https://centra.tech/careers/,68000000.0,1867.0,1527573561.0,,1143685.0,1.44,6.49,-11.91,0.0168189,8177.11,839.0,98272765.0,centra
Mercury Protocol,GMT,https://www.mercuryprotocol.com/,https://github.com/mercuryprotocol,https://www.mercuryprotocol.com//jobs,170309625.0,2098.0,1527573565.0,,2308683.0,-0.85,-2.42,-1.94,0.0135558,443.311,1035.0,1000000000.0,mercury-protocol
Global Jobcoin,GJC,https://www.globaljobcoin.com/,https://github.com/globaljobcoin/GJC,http://jobstoday.world,13464995.0,2401.0,1527164661.0,,629985.0,,,-54.81,0.046786900000000006,,1075.0,25009995.0,global-jobcoin
NuShares,NSR,https://nubits.com/nushares,https://bitbucket.org/JordanLeePeershares/nubit/overview,https://nubits.com/nushares/jobs,2777600756.0,699.0,1527573546.0,,383689.0,-0.17,-5.05,-76.12,0.000138137,41.1042,1108.0,3134648141.0,nushares
OctoCoin,888,http://octocoinfoundation.org/,https://github.com/octocoin-project/octocoin/,http://octocoinfoundation.org//jobs,54355334.0,221.0,1527573543.0,,235744.0,44.52,-10.34,18.34,0.00433709,257.314,1141.0,54355334.0,octocoin
Open Platform,OPEN,https://www.openfuture.io/,https://github.com/OpenMoneyDigital/WhitePaper/blob/master/open-money-white-paper-chinese(mandarin).pdf,https://www.openfuture.io//careers,,2762.0,1527573581.0,,,-3.86,-3.08,,0.201656,3837270.0,1356.0,1000000000.0,open-platform
IoTeX,IOTX,https://iotex.io/,https://github.com/iotexproject,https://iotex.io//careers,,2777.0,1527573582.0,,,-2.35,-9.97,,0.0221695,1739010.0,1370.0,10000000000.0,iotex
Invacio,INV,https://www.invacio.com/,https://github.com/Invacio,https://careers.invacio.com,,2774.0,1527573581.0,,,0.46,-15.38,,0.107257,185788.0,1423.0,60000000.0,invacio
Rublix,RBLX,https://rublix.io/,https://github.com/rublixdev,https://rublix.io//careers,,2689.0,1527573580.0,,,-0.67,-9.43,-22.37,0.280819,140400.0,1431.0,100000000.0,rublix
Bela,BELA,http://livebela.com/,https://github.com/bellacoin/,http://livebela.com//careers.html,,217.0,1527573543.0,,,0.46,0.43,-62.82,0.0224245,24169.3,1461.0,41120107.0,belacoin
BetterBetting,BETR,https://www.betterbetting.org/,https://github.com/BetterBetting,https://www.betterbetting.org//careers,,2703.0,1527573580.0,,,-6.49,-7.96,-18.75,0.0546658,23141.3,1462.0,200585763.0,betterbetting
Storjcoin X,SJCX,http://storj.io,https://github.com/Storj/,http://storj.io/careers.html,,549.0,1527573547.0,,,-0.0,-5.53,2.11,0.784806,245.33,1537.0,500000000.0,storjcoin-x
SuperNET,UNITY,http://supernet.org,https://github.com/SuperNETorg,https://komodoplatform.com/careers/,,643.0,1527573548.0,,,-0.35,-7.97,-40.44,64.3436,4.60683,1590.0,777777.0,supernet-unity
Raiden Networ...,RDN,https://raiden.network/,https://github.com/raiden-network/raiden/,https://angel.co/brainbot-group/jobs,,,,,,,,,,,,,
Measurable Da...,MDT,https://www.mdt.co/,https://github.com/measurabledatatoken,https://angel.co/mailtime/jobs,,,,,,,,,,,,,
Titanium Bloc...,BAR,https://tbis.io/,https://github.com/tbis-inc/TBIS,https://tbis.io//careers,,,,,,,,,,,,,
